ProductKey;OrderDate;DueDate;ShipDate;CustomerKey;PromotionKey;SalesTerritoryCountry;SalesTerritoryGroup;SalesOrderNumber;SalesOrderLineNumber;UnitPrice;ProductStandardCost;SalesAmount;TaxAmt;First Name;Last Name;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;EnglishOccupation;HouseOwnerFlag;DateFirstPurchase;CommuteDistance;ProductAlternateKey;ProductName;ProductSubcategory;ProductCategoryName;StandardCost;Color;ListPrice;Size;SizeRange;Weight;ProductLine;Class;Style;ModelName;EnglishPromotionName
310;14/01/2011;26/01/2011;21/01/2011;16612;1;Australia;Pacific;SO43764;1;3578,27;2171,2942;3578,27;286,2616;Ebony;Ashe;18/02/1981;Single;Female;ebony31@adventure-works.com;90000;0;0;Bachelors;Professional;N;14/01/2011;10+ Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
313;15/01/2011;27/01/2011;22/01/2011;16518;1;Australia;Pacific;SO43766;1;3578,27;2171,2942;3578,27;286,2616;Krystal;Holt;17/12/1981;Single;Female;krystal6@adventure-works.com;10000;1;1;High School;Manual;N;15/01/2011;1-2 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
312;16/01/2011;28/01/2011;23/01/2011;27649;1;United States;North America;SO43768;1;3578,27;2171,2942;3578,27;286,2616;Evan;Bailey;5/12/1960;Married;Male;evan17@adventure-works.com;60000;2;0;High School;Professional;N;16/01/2011;1-2 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;16/01/2011;28/01/2011;23/01/2011;21659;1;Canada;North America;SO43769;1;3578,27;2171,2942;3578,27;286,2616;Gabrielle;Jenkins;22/12/1968;Married;Female;gabrielle29@adventure-works.com;60000;3;2;Graduate Degree;Professional;Y;16/01/2011;2-5 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;16/01/2011;28/01/2011;23/01/2011;27614;1;United States;North America;SO43770;1;3578,27;2171,2942;3578,27;286,2616;Warren;Ye;5/01/1962;Married;Male;warren25@adventure-works.com;60000;2;0;High School;Professional;N;16/01/2011;1-2 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
330;16/01/2011;28/01/2011;23/01/2011;14559;1;United States;North America;SO43771;1;699,0982;413,1463;699,0982;55,9279;Ashley;Washington;20/03/1976;Married;Female;ashley40@adventure-works.com;50000;1;1;Bachelors;Skilled Manual;Y;16/01/2011;2-5 Miles;BK-R50R-52;Road-650 Red, 52;Road Bikes;Bikes;413,1463;Red;699,0982;52;48-52 CM;19,42;R ;L ;Unisex ;Road-650;No Discount
312;16/01/2011;28/01/2011;23/01/2011;16524;1;Australia;Pacific;SO43772;1;3578,27;2171,2942;3578,27;286,2616;Damien;Huang;20/01/1985;Married;Male;damien4@adventure-works.com;20000;0;0;Bachelors;Clerical;Y;16/01/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
314;16/01/2011;28/01/2011;23/01/2011;16526;1;Australia;Pacific;SO43773;1;3578,27;2171,2942;3578,27;286,2616;Arthur;Perez;23/04/1984;Single;Male;arthur22@adventure-works.com;20000;0;0;Bachelors;Clerical;Y;16/01/2011;0-1 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
313;16/01/2011;28/01/2011;23/01/2011;16348;1;Australia;Pacific;SO43774;1;3578,27;2171,2942;3578,27;286,2616;Roy;Raman;1/01/1960;Married;Male;roy12@adventure-works.com;80000;2;0;Partial College;Skilled Manual;Y;16/01/2011;5-10 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
314;17/01/2011;29/01/2011;24/01/2011;13260;1;Germany;Europe;SO43776;1;3578,27;2171,2942;3578,27;286,2616;James;Flores;8/04/1963;Married;Male;james28@adventure-works.com;130000;3;4;Partial College;Professional;Y;17/01/2011;0-1 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
311;17/01/2011;29/01/2011;24/01/2011;16515;1;Australia;Pacific;SO43777;1;3578,27;2171,2942;3578,27;286,2616;Troy;Sai;3/08/1985;Married;Male;troy6@adventure-works.com;10000;0;0;Partial College;Manual;N;17/01/2011;0-1 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
326;17/01/2011;29/01/2011;24/01/2011;25252;1;Australia;Pacific;SO43779;1;699,0982;413,1463;699,0982;55,9279;Warren;Zhang;2/10/1961;Single;Male;warren17@adventure-works.com;80000;1;0;Partial College;Skilled Manual;N;17/01/2011;0-1 Miles;BK-R50R-44;Road-650 Red, 44;Road Bikes;Bikes;413,1463;Red;699,0982;44;42-46 CM;18,77;R ;L ;Unisex ;Road-650;No Discount
311;18/01/2011;30/01/2011;25/01/2011;11599;1;France;Europe;SO43780;1;3578,27;2171,2942;3578,27;286,2616;Melody;Diaz;16/03/1983;Single;Female;melody3@adventure-works.com;20000;0;0;High School;Manual;N;18/01/2011;1-2 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
312;18/01/2011;30/01/2011;25/01/2011;16495;1;Australia;Pacific;SO43781;1;3578,27;2171,2942;3578,27;286,2616;Monique;Ramos;5/02/1960;Single;Female;monique14@adventure-works.com;80000;2;0;Partial College;Skilled Manual;N;18/01/2011;1-2 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;18/01/2011;30/01/2011;25/01/2011;16516;1;Australia;Pacific;SO43782;1;3578,27;2171,2942;3578,27;286,2616;Melvin;She;24/01/1986;Married;Male;melvin0@adventure-works.com;20000;0;0;Bachelors;Clerical;Y;18/01/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;18/01/2011;30/01/2011;25/01/2011;16620;1;Australia;Pacific;SO43783;1;3578,27;2171,2942;3578,27;286,2616;Cameron;Thompson;12/05/1984;Married;Male;cameron33@adventure-works.com;90000;0;0;Bachelors;Professional;Y;18/01/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;19/01/2011;31/01/2011;26/01/2011;27667;1;United States;North America;SO43784;1;3578,27;2171,2942;3578,27;286,2616;Jessica;Sanchez;20/06/1960;Married;Female;jessica1@adventure-works.com;70000;3;1;High School;Professional;N;19/01/2011;1-2 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
311;19/01/2011;31/01/2011;26/01/2011;11601;1;France;Europe;SO43785;1;3578,27;2171,2942;3578,27;286,2616;Ivan;Raman;18/02/1983;Single;Male;ivan8@adventure-works.com;30000;0;0;Partial College;Clerical;Y;19/01/2011;2-5 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
311;19/01/2011;31/01/2011;26/01/2011;11607;1;France;Europe;SO43786;1;3578,27;2171,2942;3578,27;286,2616;Clinton;Moreno;5/05/1986;Single;Male;clinton3@adventure-works.com;20000;0;0;High School;Manual;Y;19/01/2011;2-5 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
344;19/01/2011;31/01/2011;26/01/2011;29385;1;Germany;Europe;SO43787;1;3399,99;1912,1544;3399,99;271,9992;Don;Lal;1/09/1968;Single;Male;don8@adventure-works.com;20000;4;4;High School;Manual;N;19/01/2011;0-1 Miles;BK-M82S-38;Mountain-100 Silver, 38;Mountain Bikes;Bikes;1912,1544;Silver;3399,99;38;38-40 CM;20,35;M ;H ;Unisex ;Mountain-100;No Discount
351;19/01/2011;31/01/2011;26/01/2011;11239;1;United Kingdom;Europe;SO43788;1;3374,99;1898,0944;3374,99;269,9992;Latoya;Goel;2/10/1969;Married;Female;latoya18@adventure-works.com;130000;2;4;Partial College;Professional;N;19/01/2011;5-10 Miles;BK-M82B-48;Mountain-100 Black, 48;Mountain Bikes;Bikes;1898,0944;Black;3374,99;48;48-52 CM;21,42;M ;H ;Unisex ;Mountain-100;No Discount
351;19/01/2011;31/01/2011;26/01/2011;25865;1;United States;North America;SO43789;1;3374,99;1898,0944;3374,99;269,9992;Tristan;Butler;6/11/1951;Married;Male;tristan15@adventure-works.com;40000;5;0;High School;Professional;Y;19/01/2011;10+ Miles;BK-M82B-48;Mountain-100 Black, 48;Mountain Bikes;Bikes;1898,0944;Black;3374,99;48;48-52 CM;21,42;M ;H ;Unisex ;Mountain-100;No Discount
344;19/01/2011;31/01/2011;26/01/2011;25857;1;United States;North America;SO43790;1;3399,99;1912,1544;3399,99;271,9992;Abigail;Perry;5/03/1950;Single;Female;abigail75@adventure-works.com;30000;5;0;Partial High School;Clerical;N;19/01/2011;10+ Miles;BK-M82S-38;Mountain-100 Silver, 38;Mountain Bikes;Bikes;1912,1544;Silver;3399,99;38;38-40 CM;20,35;M ;H ;Unisex ;Mountain-100;No Discount
314;19/01/2011;31/01/2011;26/01/2011;16484;1;Australia;Pacific;SO43791;1;3578,27;2171,2942;3578,27;286,2616;Dustin;Lal;7/08/1955;Married;Male;dustin8@adventure-works.com;40000;2;0;Partial College;Clerical;N;19/01/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
312;19/01/2011;31/01/2011;26/01/2011;16623;1;Australia;Pacific;SO43792;1;3578,27;2171,2942;3578,27;286,2616;Andres;Lal;4/03/1979;Single;Male;andres5@adventure-works.com;150000;5;5;Bachelors;Professional;Y;19/01/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;20/01/2011;1/02/2011;27/01/2011;27615;1;United States;North America;SO43795;1;3578,27;2171,2942;3578,27;286,2616;Maria;Henderson;30/09/1970;Married;Female;maria28@adventure-works.com;120000;3;2;Bachelors;Management;Y;20/01/2011;2-5 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
342;20/01/2011;1/02/2011;27/01/2011;17956;1;France;Europe;SO43796;1;699,0982;413,1463;699,0982;55,9279;Jaime;Gomez;23/09/1981;Single;Male;jaime0@adventure-works.com;30000;0;0;Bachelors;Clerical;Y;20/01/2011;0-1 Miles;BK-R50B-52;Road-650 Black, 52;Road Bikes;Bikes;413,1463;Black;699,0982;52;48-52 CM;19,42;R ;L ;Unisex ;Road-650;No Discount
312;20/01/2011;1/02/2011;27/01/2011;16345;1;Australia;Pacific;SO43797;1;3578,27;2171,2942;3578,27;286,2616;Francis;Ramos;23/04/1959;Married;Male;francis15@adventure-works.com;40000;3;0;Partial College;Skilled Manual;Y;20/01/2011;5-10 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;20/01/2011;1/02/2011;27/01/2011;16521;1;Australia;Pacific;SO43798;1;3578,27;2171,2942;3578,27;286,2616;Tonya;She;7/02/1985;Single;Female;tonya0@adventure-works.com;10000;1;1;High School;Manual;N;20/01/2011;2-5 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
312;20/01/2011;1/02/2011;27/01/2011;16636;1;Australia;Pacific;SO43799;1;3578,27;2171,2942;3578,27;286,2616;Danny;Gomez;23/02/1976;Married;Male;danny1@adventure-works.com;110000;0;5;High School;Management;Y;20/01/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
311;21/01/2011;2/02/2011;28/01/2011;21710;1;Canada;North America;SO43800;1;3578,27;2171,2942;3578,27;286,2616;Brittany;Gonzales;1/05/1975;Married;Female;brittany15@adventure-works.com;40000;2;0;Partial College;Clerical;Y;21/01/2011;1-2 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
311;21/01/2011;2/02/2011;28/01/2011;13583;1;United Kingdom;Europe;SO43801;1;3578,27;2171,2942;3578,27;286,2616;Blake;Butler;11/05/1960;Single;Male;blake62@adventure-works.com;90000;3;1;High School;Professional;Y;21/01/2011;10+ Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
312;21/01/2011;2/02/2011;28/01/2011;11593;1;France;Europe;SO43802;1;3578,27;2171,2942;3578,27;286,2616;Armando;Moreno;22/09/1982;Single;Male;armando6@adventure-works.com;20000;0;0;High School;Manual;Y;21/01/2011;2-5 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
314;22/01/2011;3/02/2011;29/01/2011;21741;1;Canada;North America;SO43803;1;3578,27;2171,2942;3578,27;286,2616;Alexa;Sanders;8/12/1972;Married;Female;alexa3@adventure-works.com;70000;3;0;Partial College;Professional;Y;22/01/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
310;22/01/2011;3/02/2011;29/01/2011;13585;1;United Kingdom;Europe;SO43804;1;3578,27;2171,2942;3578,27;286,2616;Savannah;Morris;13/05/1964;Married;Female;savannah17@adventure-works.com;80000;4;2;Partial College;Professional;N;22/01/2011;2-5 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
328;22/01/2011;3/02/2011;29/01/2011;14510;1;United States;North America;SO43805;1;699,0982;413,1463;699,0982;55,9279;Samuel;Hernandez;17/08/1973;Single;Male;samuel49@adventure-works.com;100000;2;0;Bachelors;Management;Y;22/01/2011;1-2 Miles;BK-R50R-48;Road-650 Red, 48;Road Bikes;Bikes;413,1463;Red;699,0982;48;48-52 CM;19,13;R ;L ;Unisex ;Road-650;No Discount
312;22/01/2011;3/02/2011;29/01/2011;16523;1;Australia;Pacific;SO43806;1;3578,27;2171,2942;3578,27;286,2616;Sandra;Huang;10/07/1984;Married;Female;sandra12@adventure-works.com;20000;0;0;Bachelors;Clerical;Y;22/01/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;23/01/2011;4/02/2011;30/01/2011;11611;1;France;Europe;SO43807;1;3578,27;2171,2942;3578,27;286,2616;Ernest;Lin;23/02/1985;Married;Male;ernest7@adventure-works.com;20000;0;0;Partial High School;Manual;N;23/01/2011;2-5 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
313;23/01/2011;4/02/2011;30/01/2011;13259;1;Germany;Europe;SO43808;1;3578,27;2171,2942;3578,27;286,2616;Allen;Garcia;7/05/1963;Married;Male;allen13@adventure-works.com;130000;2;4;Partial College;Professional;N;23/01/2011;5-10 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
310;23/01/2011;4/02/2011;30/01/2011;16350;1;Australia;Pacific;SO43809;1;3578,27;2171,2942;3578,27;286,2616;Fernando;Thompson;10/02/1965;Single;Male;fernando14@adventure-works.com;80000;2;0;Partial College;Skilled Manual;Y;23/01/2011;5-10 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
312;24/01/2011;5/02/2011;31/01/2011;27662;1;United States;North America;SO43812;1;3578,27;2171,2942;3578,27;286,2616;Bianca;Zheng;13/12/1965;Single;Female;bianca16@adventure-works.com;110000;5;3;Partial College;Professional;Y;24/01/2011;5-10 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
350;24/01/2011;5/02/2011;31/01/2011;28390;1;France;Europe;SO43813;1;3374,99;1898,0944;3374,99;269,9992;Frederick;Suri;30/09/1969;Single;Male;frederick0@adventure-works.com;20000;3;3;High School;Manual;N;24/01/2011;0-1 Miles;BK-M82B-44;Mountain-100 Black, 44;Mountain Bikes;Bikes;1898,0944;Black;3374,99;44;42-46 CM;21,13;M ;H ;Unisex ;Mountain-100;No Discount
350;24/01/2011;5/02/2011;31/01/2011;25866;1;United States;North America;SO43814;1;3374,99;1898,0944;3374,99;269,9992;Tristan;Perry;9/05/1952;Married;Male;tristan8@adventure-works.com;40000;5;0;High School;Professional;Y;24/01/2011;10+ Miles;BK-M82B-44;Mountain-100 Black, 44;Mountain Bikes;Bikes;1898,0944;Black;3374,99;44;42-46 CM;21,13;M ;H ;Unisex ;Mountain-100;No Discount
311;24/01/2011;5/02/2011;31/01/2011;16494;1;Australia;Pacific;SO43815;1;3578,27;2171,2942;3578,27;286,2616;Jordyn;Simmons;21/11/1965;Single;Female;jordyn15@adventure-works.com;80000;2;0;Partial College;Skilled Manual;N;24/01/2011;1-2 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
314;24/01/2011;5/02/2011;31/01/2011;16496;1;Australia;Pacific;SO43816;1;3578,27;2171,2942;3578,27;286,2616;Dawn;Tang;14/05/1965;Single;Female;dawn28@adventure-works.com;80000;2;0;Partial College;Skilled Manual;Y;24/01/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
310;24/01/2011;5/02/2011;31/01/2011;16519;1;Australia;Pacific;SO43817;1;3578,27;2171,2942;3578,27;286,2616;Yolanda;Chander;11/02/1982;Single;Female;yolanda14@adventure-works.com;10000;1;1;High School;Manual;N;24/01/2011;2-5 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
312;24/01/2011;5/02/2011;31/01/2011;16528;1;Australia;Pacific;SO43818;1;3578,27;2171,2942;3578,27;286,2616;Dominique;Garcia;22/02/1984;Single;Female;dominique12@adventure-works.com;20000;0;0;Bachelors;Clerical;Y;24/01/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;25/01/2011;6/02/2011;1/02/2011;27651;1;United States;North America;SO43820;1;3578,27;2171,2942;3578,27;286,2616;Jeremy;Murphy;5/05/1961;Married;Male;jeremy43@adventure-works.com;90000;2;1;High School;Professional;Y;25/01/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;25/01/2011;6/02/2011;1/02/2011;27663;1;United States;North America;SO43821;1;3578,27;2171,2942;3578,27;286,2616;Aaron;Collins;21/09/1971;Single;Male;aaron35@adventure-works.com;170000;1;1;Graduate Degree;Management;N;25/01/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
313;25/01/2011;6/02/2011;1/02/2011;27669;1;United States;North America;SO43822;1;3578,27;2171,2942;3578,27;286,2616;Katelyn;Allen;20/05/1970;Married;Female;katelyn47@adventure-works.com;70000;3;0;Graduate Degree;Management;Y;25/01/2011;5-10 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
342;25/01/2011;6/02/2011;1/02/2011;19942;1;United Kingdom;Europe;SO43823;1;699,0982;413,1463;699,0982;55,9279;Armando;Navarro;4/08/1960;Single;Male;armando10@adventure-works.com;170000;5;5;Partial College;Management;N;25/01/2011;0-1 Miles;BK-R50B-52;Road-650 Black, 52;Road Bikes;Bikes;413,1463;Black;699,0982;52;48-52 CM;19,42;R ;L ;Unisex ;Road-650;No Discount
338;25/01/2011;6/02/2011;1/02/2011;14558;1;United States;North America;SO43824;1;699,0982;413,1463;699,0982;55,9279;Marcel;Truempy;8/11/1981;Married;Female;marcel0@adventure-works.com;50000;1;1;Bachelors;Skilled Manual;Y;25/01/2011;2-5 Miles;BK-R50B-44;Road-650 Black, 44;Road Bikes;Bikes;413,1463;Black;699,0982;44;42-46 CM;18,77;R ;L ;Unisex ;Road-650;No Discount
313;25/01/2011;6/02/2011;1/02/2011;16349;1;Australia;Pacific;SO43825;1;3578,27;2171,2942;3578,27;286,2616;Levi;Sai;13/10/1959;Single;Male;levi5@adventure-works.com;80000;2;0;Partial College;Skilled Manual;N;25/01/2011;1-2 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
338;25/01/2011;6/02/2011;1/02/2011;25250;1;Australia;Pacific;SO43827;1;699,0982;413,1463;699,0982;55,9279;Anthony;Walker;9/10/1962;Single;Male;anthony9@adventure-works.com;70000;1;0;Partial College;Skilled Manual;N;25/01/2011;0-1 Miles;BK-R50B-44;Road-650 Black, 44;Road Bikes;Bikes;413,1463;Black;699,0982;44;42-46 CM;18,77;R ;L ;Unisex ;Road-650;No Discount
310;26/01/2011;7/02/2011;2/02/2011;27605;1;United States;North America;SO43828;1;3578,27;2171,2942;3578,27;286,2616;Miguel;Martinez;18/07/1973;Married;Male;miguel17@adventure-works.com;60000;2;0;High School;Professional;Y;26/01/2011;5-10 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
310;26/01/2011;7/02/2011;2/02/2011;27611;1;United States;North America;SO43829;1;3578,27;2171,2942;3578,27;286,2616;Jack;Edwards;2/06/1962;Married;Male;jack36@adventure-works.com;60000;2;0;High School;Professional;Y;26/01/2011;5-10 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
311;26/01/2011;7/02/2011;2/02/2011;16347;1;Australia;Pacific;SO43830;1;3578,27;2171,2942;3578,27;286,2616;Raul;Sharma;1/12/1958;Married;Male;raul8@adventure-works.com;70000;2;0;Graduate Degree;Management;Y;26/01/2011;1-2 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
310;26/01/2011;7/02/2011;2/02/2011;13584;1;United Kingdom;Europe;SO43832;1;3578,27;2171,2942;3578,27;286,2616;Isaiah;Cox;13/08/1964;Single;Male;isaiah9@adventure-works.com;70000;4;3;High School;Professional;Y;26/01/2011;10+ Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
310;27/01/2011;8/02/2011;3/02/2011;21727;1;Canada;North America;SO43833;1;3578,27;2171,2942;3578,27;286,2616;Arianna;Flores;22/12/1978;Married;Female;arianna10@adventure-works.com;40000;0;0;Graduate Degree;Skilled Manual;Y;27/01/2011;1-2 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
348;27/01/2011;8/02/2011;3/02/2011;28393;1;France;Europe;SO43834;1;3374,99;1898,0944;3374,99;269,9992;Ramon;Zheng;4/01/1972;Single;Male;ramon17@adventure-works.com;40000;0;0;Bachelors;Professional;Y;27/01/2011;0-1 Miles;BK-M82B-38;Mountain-100 Black, 38;Mountain Bikes;Bikes;1898,0944;Black;3374,99;38;38-40 CM;20,35;M ;H ;Unisex ;Mountain-100;No Discount
348;27/01/2011;8/02/2011;3/02/2011;19802;1;Canada;North America;SO43835;1;3374,99;1898,0944;3374,99;269,9992;Sara;James;10/01/1980;Single;Female;sara8@adventure-works.com;30000;0;0;High School;Professional;N;27/01/2011;1-2 Miles;BK-M82B-38;Mountain-100 Black, 38;Mountain Bikes;Bikes;1898,0944;Black;3374,99;38;38-40 CM;20,35;M ;H ;Unisex ;Mountain-100;No Discount
324;27/01/2011;8/02/2011;3/02/2011;26620;1;Canada;North America;SO43836;1;699,0982;413,1463;699,0982;55,9279;Isabella;Green;17/05/1978;Single;Female;isabella45@adventure-works.com;50000;0;0;Partial College;Skilled Manual;N;27/01/2011;0-1 Miles;BK-R50R-62;Road-650 Red, 62;Road Bikes;Bikes;413,1463;Red;699,0982;62;60-62 CM;20;R ;L ;Unisex ;Road-650;No Discount
313;28/01/2011;9/02/2011;4/02/2011;27641;1;United States;North America;SO43838;1;3578,27;2171,2942;3578,27;286,2616;Miranda;Alexander;7/11/1967;Single;Female;miranda19@adventure-works.com;120000;1;3;Partial College;Professional;Y;28/01/2011;5-10 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
